Title	Link	Date	FR_Cit	n_pg	n_hit	n_lives*	n_sheep	n_cattle	n_trampl*	n_graz*	n_sediment*	n_water_qual	Species	Orig_URL	Doc_Type
ETWP; Animal Candidate Review for Listing as Endangered or Threatened Species; 56 FR 58804 58836	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1973.pdf' target='_blank'>Link</a>	11/21/91	56 FR 58804 58836	33	25	0	1	0	0	24	0	0	Adelocosa anops; Alasmidonta atropurpurea; Amblema neislerii; Ambystoma californiense; Ambystoma cingulatum; Ambystoma tigrinum stebbinsi; Anaea troglodyta floridalis; Anaxyrus canorus; Antrobia culveri; Assiminea pecos; Brachylagus idahoensis; Brachyramphus marmoratus; Cambarus callainus; Catostomus discobolus yarrowi; Charadrius alexandrinus nivosus; Coccyzus americanus; Crystallaria cincotta; Cumberlandia monodonta; Cyclargus (=Hemiargus) thomasi bethunebakeri; Dionda diaboli; Dipodomys merriami parvus; Elassoma alabamae; Eleutherodactylus cooki; Elimia crenatella; Elliptio spinosa; Elliptoideus sloatianus; Epioblasma brevidens; Epioblasma capsaeformis; Epioblasma triquetra; Etheostoma moorei; Etheostoma susanae; Euphydryas editha quino (=E. e. wrighti); Eurycea sosorum; Fusconaia escambia; Fusconaia rotulata; Gammarus acherondytes; Gammarus desperatus; Gammarus hyalleloides; Gammarus pecos; Gila intermedia; Gopherus polyphemus; Hamiota australis; Hesperia dacotae; Hylaeus anthracinus; Hylaeus assimulans; Hylaeus facilis; Hylaeus longiceps; Icaricia icarioides fenderi; Juturnia kosteri; Lampsilis rafinesqueana; Lampsilis subangulata; Leptodea leptodon; Leptoxis ampla; Leptoxis plicata; Leptoxis taeniata; Lepyrium showalteri; Lioplax cyclostomaformis; Manduca blackburni; Masticophis lateralis euryxanthus; Megalagrion leptodemas; Megalagrion nesiotes; Megalagrion nigrohamatum nigrolineatum; Megalagrion oceanicum; Megalagrion pacificum; Megalagrion xanthomelas; Neotoma fuscipes riparia; Nerodia erythrogaster neglecta; Notropis buccula; Notropis girardi; Notropis oxyrhynchus; Notropis topeka (=tristis); Oceanodroma castro; Oncorhynchus (=Salmo) mykiss; Ovis canadensis nelsoni; Peromyscus polionotus peninsularis; Pituophis melanoleucus lodingi; Plethodon neomexicanus; Pleurobema pyriforme; Pleurocera foremani; Pleuronaia dolabelloides; Polyphylla barbata; Procaris hawaiana; Pseudotryonia adamantina; Pteropus mariannus mariannus; Ptychobranchus jonesi; Pyrgulopsis bernardina; Pyrgulopsis chupaderae; Pyrgulopsis (=Marstonia) pachyta; Pyrgulopsis roswellensis; Pyrgulopsis texana; Pyrgulopsis trivialis; Pyrgus ruralis lagunae; Quadrula cylindrica strigillata; Rana chiricahuensis; Rana draytonii; Rana muscosa; Rana pretiosa; Salmo salar; Salvelinus confluentus; Setophaga angelae; Sorex ornatus relictus; Spelaeorchestia koloana; Speyeria callippe callippe; Strymon acis bartrami; Stygobromus (=Stygonectes) pecki; Sylvilagus bachmani riparius; Thamnophis eques megalops; Thamnophis rufipunctatus; Thomomys mazama glacialis; Tryonia cheatumi; Tryonia circumstriata (=stocktonensis); Urocitellus brunneus; Urocyon littoralis catalinae; Vetericaris chaceorum; Villosa choctawensis; Villosa fabalis; Villosa perpurpurea; Zapus hudsonius luteus; Zapus hudsonius preblei; Zosterops rotensis	<a href='http://ecos.fws.gov/docs/federal_register/fr1973.pdf' target='_blank'>FWS Link</a>	NA
"ETWP; Determination of Endangered Status for Lepanthes Eltorensis and
Cranichis Ricartii, Two Endemic Puerto Rican Orchids."	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1977.pdf' target='_blank'>Link</a>	11/29/91	56 FR 60933 60937	5	0	0	0	0	0	0	0	0	Cranichis ricartii; Lepanthes eltoroensis	<a href='http://ecos.fws.gov/docs/federal_register/fr1977.pdf' target='_blank'>FWS Link</a>	NA
ETWP; Conradina  Verticillata (Cumberland Rosemary) Determined To Be Threatened	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1978.pdf' target='_blank'>Link</a>	11/29/91	56 FR 60937 60941	5	0	0	0	0	0	0	0	0	Conradina verticillata	<a href='http://ecos.fws.gov/docs/federal_register/fr1978.pdf' target='_blank'>FWS Link</a>	NA
"ETWP; Determination of Endangered Status for Three Plants: Blennosperma bakeri (Sonoma Sunshine or Baker's Stickyseed), Lasthenia burkei (Burke's Goldfields), and Limnanthes vinculans (Sebastopol Meadowfoam); 56 FR 61173 61182"	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1980.pdf' target='_blank'>Link</a>	12/2/91	56 FR 61173 61182	10	16	4	0	0	3	9	0	0	Blennosperma bakeri; Lasthenia burkei; Limnanthes vinculans	<a href='http://ecos.fws.gov/docs/federal_register/fr1980.pdf' target='_blank'>FWS Link</a>	NA
ETWP; Aplodontia rufa nigra (Point Arena Mountain Beaver) Determined to be Endangered; 56 FR 64716 64723	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1984.pdf' target='_blank'>Link</a>	12/12/91	56 FR 64716 64723	8	13	4	1	1	0	7	0	0	Aplodontia rufa nigra	<a href='http://ecos.fws.gov/docs/federal_register/fr1984.pdf' target='_blank'>FWS Link</a>	NA
ETWP; Listing of the Snake River Sockeye Salmon as an Endangered Species	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr1995.pdf' target='_blank'>Link</a>	1/3/92	57 FR 212 213	2	0	0	0	0	0	0	0	0	Oncorhynchus (=Salmo) nerka	<a href='http://ecos.fws.gov/docs/federal_register/fr1995.pdf' target='_blank'>FWS Link</a>	NA
"ETWP; Final Rule to Determine the Plant Schoenocrambe argillacea, Clay Reed-Mustard, to be a Threatened Species, and the Plant Schoenocrambe barnebyi, Barneby Reed-Mustard, to be an Endangered Species"	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr2006.pdf' target='_blank'>Link</a>	1/14/92	57 FR 1398 1403	6	11	1	1	1	3	5	0	0	Schoenocrambe argillacea; Schoenocrambe barnebyi	<a href='http://ecos.fws.gov/docs/federal_register/fr2006.pdf' target='_blank'>FWS Link</a>	NA
"ETWP; Final Rule to List the Plant Spiranthes diluvialis, Ute Ladies'- Tresses, as a Threatened Species"	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr2009.pdf' target='_blank'>Link</a>	1/17/92	57 FR 2048 205	7	9	2	0	0	1	6	0	0	Spiranthes diluvialis	<a href='http://ecos.fws.gov/docs/federal_register/fr2009.pdf' target='_blank'>FWS Link</a>	NA
"Final, Determination of Threatened Status with Critical Habitat for the Little Kern Golden Trout"	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr201.pdf' target='_blank'>Link</a>	4/13/78	43 FR 15427 15429	3	7	1	0	0	0	3	1	2	Oncorhynchus aguabonita whitei	<a href='http://ecos.fws.gov/docs/federal_register/fr201.pdf' target='_blank'>FWS Link</a>	NA
ETWP; Finding on a Petition to List the Jemez Mountain Salamander as Threatened or Endangered; 57 FR 11459 11460	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr2025.pdf' target='_blank'>Link</a>	4/3/92	57 FR 11459 11460	2	0	0	0	0	0	0	0	0	Plethodon neomexicanus	<a href='http://ecos.fws.gov/docs/federal_register/fr2025.pdf' target='_blank'>FWS Link</a>	NA
ETWP; Final Rule to List the Kanab Ambersnail as Endangered	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr2027.pdf' target='_blank'>Link</a>	4/17/92	57 FR 13657 13662	5	9	2	0	1	1	5	0	0	Oxyloma haydeni kanabensis	<a href='http://ecos.fws.gov/docs/federal_register/fr2027.pdf' target='_blank'>FWS Link</a>	NA
ETWP;  Determination of Threatened Status for Sedum integrifolium ssp. leedyi (Leedy's roseroot)	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr2032.pdf' target='_blank'>Link</a>	4/22/92	57 FR 14649 14653	5	0	0	0	0	0	0	0	0	Rhodiola integrifolia ssp. leedyi	<a href='http://ecos.fws.gov/docs/federal_register/fr2032.pdf' target='_blank'>FWS Link</a>	NA
"Endangered and Threatened Species: Threatened Status for Snake River Spring/Summer Chinook Salmon, Threatened Status for Snake River Fall Chinook Salmon"	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr2033.pdf' target='_blank'>Link</a>	4/22/92	57 FR 14653 14664	11	11	1	0	0	0	10	0	0	Oncorhynchus (=Salmo) tshawytscha	<a href='http://ecos.fws.gov/docs/federal_register/fr2033.pdf' target='_blank'>FWS Link</a>	NA
ETWP; Determination of Endangered Status for Five Puerto Rican Trees	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr2035.pdf' target='_blank'>Link</a>	4/22/92	57 FR 14782 14785	4	1	0	0	0	0	1	0	0	Callicarpa ampla; Ilex sintenisii; Styrax portoricensis; Ternstroemia luquillensis; Ternstroemia subsessilis	<a href='http://ecos.fws.gov/docs/federal_register/fr2035.pdf' target='_blank'>FWS Link</a>	NA
"ETWP; Threatened Status for Two Fish, the Goldline Darter (Percina aurolineata) and Blue Shiner (Cyprinella caerulea)"	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr2036.pdf' target='_blank'>Link</a>	4/22/92	57 FR 14786 14790	5	7	0	0	0	0	3	1	3	Cyprinella caerulea; Percina aurolineata	<a href='http://ecos.fws.gov/docs/federal_register/fr2036.pdf' target='_blank'>FWS Link</a>	NA
ETWP; Threatened Status for Three Florida Plants	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr2039.pdf' target='_blank'>Link</a>	5/8/92	57 FR 19813 19819	7	7	0	0	1	0	6	0	0	Euphorbia telephioides; Macbridea alba; Scutellaria floridana	<a href='http://ecos.fws.gov/docs/federal_register/fr2039.pdf' target='_blank'>FWS Link</a>	NA
Final Determination of Threatened Status for the Greenback Cutthroat Trout	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr204.pdf' target='_blank'>Link</a>	4/18/78	43 FR 16343 16345	3	2	0	0	0	0	2	0	0	Oncorhynchus clarki stomias	<a href='http://ecos.fws.gov/docs/federal_register/fr204.pdf' target='_blank'>FWS Link</a>	NA
ETWP;  Determination of Endangered Status for Geranium Arboreum (Hawaiian Red-Flowered Geranium)	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr2049.pdf' target='_blank'>Link</a>	5/13/92	57 FR 20589 20592	3	5	0	0	2	0	3	0	0	Geranium arboreum	<a href='http://ecos.fws.gov/docs/federal_register/fr2049.pdf' target='_blank'>FWS Link</a>	NA
"ETWP; Determination of End. Status for Stenogyne kanehoana, a Hawaiian Plant; 57 FR 20592 20595"	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr2050.pdf' target='_blank'>Link</a>	5/13/92	57 FR 20592 20595	4	3	0	0	0	1	2	0	0	Stenogyne kanehoana	<a href='http://ecos.fws.gov/docs/federal_register/fr2050.pdf' target='_blank'>FWS Link</a>	NA
"ETWP; Determination of Endangered of Threatened Status for 15 Plants from the Island of Maui, Hawaii; 57 FR 20772 20788"	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr2051.pdf' target='_blank'>Link</a>	5/15/92	57 FR 20772 20788	17	27	0	0	9	5	13	0	0	Acaena exigua; Alectryon macrococcus; Argyroxiphium sandwicense ssp. macrocephalum; Bidens micrantha ssp. kalealaha; Clermontia oblongifolia ssp. mauiensis; Cyanea lobata; Cyanea mceldowneyi; Cyrtandra munroi; Geranium multiflorum; Huperzia mannii; Kadua coriacea; Lipochaeta kamolensis; Lysimachia lydgatei; Melicope mucronulata; Schiedea haleakalensis	<a href='http://ecos.fws.gov/docs/federal_register/fr2051.pdf' target='_blank'>FWS Link</a>	NA
ETWP; Endangered Status Determined for the Plant Clematis morefieldii (Morefield's Leather Flower); 57 FR 21562 21564	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr2057.pdf' target='_blank'>Link</a>	5/20/92	57 FR 21562 21564	3	0	0	0	0	0	0	0	0	Clematis morefieldii	<a href='http://ecos.fws.gov/docs/federal_register/fr2057.pdf' target='_blank'>FWS Link</a>	NA
ETWP; Determination of Endangered Status for MItchell's Satyr Butterfly; 57 FR 21564 21569	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr2058.pdf' target='_blank'>Link</a>	5/20/92	57 FR 21564 21569	6	0	0	0	0	0	0	0	0	Neonympha mitchellii mitchellii	<a href='http://ecos.fws.gov/docs/federal_register/fr2058.pdf' target='_blank'>FWS Link</a>	NA
ETWP; Determination of Threatened Status for the Sensitive Joint-Vetch (Aeschynomene virgincia); 57 FR 21569 21574	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr2059.pdf' target='_blank'>Link</a>	5/20/92	57 FR 21569 21574	6	6	0	0	0	0	4	1	1	Aeschynomene virginica	<a href='http://ecos.fws.gov/docs/federal_register/fr2059.pdf' target='_blank'>FWS Link</a>	NA
ETWP; Determination of Endangered Status for the Plant Limanthes floccosa ssp. californica (Butte County Meadowfoam); 57 FR 24192 24199	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr2067.pdf' target='_blank'>Link</a>	6/8/92	57 FR 24192 24199	6	9	3	0	0	0	6	0	0	Limnanthes floccosa ssp. californica	<a href='http://ecos.fws.gov/docs/federal_register/fr2067.pdf' target='_blank'>FWS Link</a>	NA
ETWP; Six Plants and Myrtle's Silverspot Butterfly from Coastal Dunes in Northern and Central California Determined to Be Endangered; 57FR 27848 27858	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr2073.pdf' target='_blank'>Link</a>	6/22/92	57 FR 27848 27859	12	0	0	0	0	0	0	0	0	Chorizanthe howellii; Chorizanthe valida; Erysimum menziesii; Gilia tenuiflora ssp. arenaria; Layia carnosa; Lupinus tidestromii; Speyeria zerene myrtleae	<a href='http://ecos.fws.gov/docs/federal_register/fr2073.pdf' target='_blank'>FWS Link</a>	NA
"ETWP; Determination of Endangered Status for Wilkesia hobdyi (Dwarf lliau), a Hawaiian Plant; 57FR 27859 27863"	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr2074.pdf' target='_blank'>Link</a>	6/22/92	57 FR 27859 27863	5	5	0	0	0	0	5	0	0	Wilkesia hobdyi	<a href='http://ecos.fws.gov/docs/federal_register/fr2074.pdf' target='_blank'>FWS Link</a>	NA
ETWP; Determination of Endangered Status for Marsilea vilosa (`Ihi`ihi) 57FR 27863 27867	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr2075.pdf' target='_blank'>Link</a>	6/22/92	57 FR 27863 27867	5	8	0	0	3	2	3	0	0	Marsilea villosa	<a href='http://ecos.fws.gov/docs/federal_register/fr2075.pdf' target='_blank'>FWS Link</a>	NA
Final Determination that Eleven Plant Taxa are Endangered and Two Plant Taxa are Threatened Species	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr208.pdf' target='_blank'>Link</a>	4/26/78	43 FR 17910 179??	7	8	0	1	0	0	7	0	0	Aconitum noveboracense; Baptisia arachnifera; Betula uber; Dudleya traskiae; Erysimum capitatum var. angustatum; Oenothera avita ssp. eurekensis; Oenothera deltoides ssp. howellii; Pedicularis furbishiae; Swallenia alexandrae; Trillium persistens; Vicia menziesii; Zizania texana	<a href='http://ecos.fws.gov/docs/federal_register/fr208.pdf' target='_blank'>FWS Link</a>	NA
ETWP; Threatened Status for the Plant Thelypteris pilosa var. alabamensis (Alabama Streak-sorus Fern). 57 FR 30164 30168	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr2084.pdf' target='_blank'>Link</a>	7/8/92	57 FR 30164 30168	6	5	1	0	0	0	4	0	0	Thelypteris pilosa var. alabamensis	<a href='http://ecos.fws.gov/docs/federal_register/fr2084.pdf' target='_blank'>FWS Link</a>	NA
Part 17 - Conservation of Endangered Species and Other Fish or Wildlife (First List of Endangered Foreign Fish and Wildlife as Appendix A)	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr21.pdf' target='_blank'>Link</a>	6/2/70	35 FR 8491 8498	8	0	0	0	0	0	0	0	0	Acrocephalus luscinia; Antilocapra americana sonoriensis; Balaena mysticetus; Balaenoptera borealis; Balaenoptera musculus; Balaenoptera physalus; Bison bison athabascae; Campephilus principalis; Colinus virginianus ridgwayi; Dermochelys coriacea; Eretmochelys imbricata; Eubalaena glacialis; Eubalaena japonica; Grus americana; Megapodius laperouse; Megaptera novaeangliae; Mustela nigripes; Numenius borealis; Phoebastria (=Diomedea) albatrus; Physeter catodon (=macrocephalus); Pterodroma cahow; Rhynchopsitta pachyrhyncha; Setophaga kirtlandii (= Dendroica kirtlandii); Sterna antillarum browni; Trichechus manatus; Vermivora bachmanii	<a href='http://ecos.fws.gov/docs/federal_register/fr21.pdf' target='_blank'>FWS Link</a>	NA
ETWP; Notice of 90-Day Findings and Commencement of Status Reviews for Three Petitions to List Four Species as Endangered; 57 FR 37513	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr2111.pdf' target='_blank'>Link</a>	8/19/92	57 FR 37513	3	3	0	0	0	1	2	0	0	Ceanothus ophiochilus; Lessingia germanorum (=L.g. var. germanorum); Polyphylla barbata	<a href='http://ecos.fws.gov/docs/federal_register/fr2111.pdf' target='_blank'>FWS Link</a>	NA
Correction to Final Rule Listing Kanab Ambersnail as Endangered; 57 FR 44340 (see 32-92; 4/17/92)	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr2128.pdf' target='_blank'>Link</a>	9/25/92	57 FR 44340	1	0	0	0	0	0	0	0	0	Oxyloma haydeni kanabensis	<a href='http://ecos.fws.gov/docs/federal_register/fr2128.pdf' target='_blank'>FWS Link</a>	NA
ETWP; End. Status for Schwalbea americana (American Chaffseed); 57 FR 44703 44708	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr2130.pdf' target='_blank'>Link</a>	9/29/92	57 FR 44703 44708	6	6	0	0	0	2	4	0	0	Schwalbea americana	<a href='http://ecos.fws.gov/docs/federal_register/fr2130.pdf' target='_blank'>FWS Link</a>	NA
"ETWP; Determination of Threatened Status for the Washington, Oregon and California Population of the Marbled Murrelet; 57 FR 45328 4533"	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr2133.pdf' target='_blank'>Link</a>	10/1/92	57 FR 45328 45337	10	8	0	0	0	0	8	0	0	Brachyramphus marmoratus	<a href='http://ecos.fws.gov/docs/federal_register/fr2133.pdf' target='_blank'>FWS Link</a>	NA
ETWP; Publication of 90-Day Findings for Two Petitions to List the North American Lynx in the North Cascades of Washington and Three Oaks from California as Endangered; 57 FR 46007 46012	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr2138.pdf' target='_blank'>Link</a>	10/6/92	57 FR 46007 46012	6	9	3	0	1	0	5	0	0	Lynx canadensis	<a href='http://ecos.fws.gov/docs/federal_register/fr2138.pdf' target='_blank'>FWS Link</a>	NA
ETWP; Echinacea laevigata (Smooth Coneflower) Determined to be Endangered; 57 FR 46340 46344	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr2140.pdf' target='_blank'>Link</a>	10/8/92	57 FR 46340 46344	5	4	0	0	0	0	4	0	0	Echinacea laevigata	<a href='http://ecos.fws.gov/docs/federal_register/fr2140.pdf' target='_blank'>FWS Link</a>	NA
ETWP; Determination of Endangered Status for the Plant Isoetes louisianensis (Louisiana Quillwort); 57 FR 48741 48747	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr2152.pdf' target='_blank'>Link</a>	10/28/92	57 FR 48741 48747	7	8	0	0	0	0	6	1	1	Isoetes louisianensis	<a href='http://ecos.fws.gov/docs/federal_register/fr2152.pdf' target='_blank'>FWS Link</a>	NA
ETWP; Determination of Endangered Status for the Lee County Cave Isopod (Lirceus usdagalun) 57 FR 54722 54726	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr2168.pdf' target='_blank'>Link</a>	11/20/92	57 FR 54722 54726	5	8	0	0	0	0	5	1	2	Lirceus usdagalun	<a href='http://ecos.fws.gov/docs/federal_register/fr2168.pdf' target='_blank'>FWS Link</a>	NA
ETWP; Determination of Endangered Status for the Karner Blue Butterfly; 57 FR 59236 59244	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr2183.pdf' target='_blank'>Link</a>	12/14/92	57 FR 59236 59244	9	8	0	0	0	0	8	0	0	Lycaeides melissa samuelis	<a href='http://ecos.fws.gov/docs/federal_register/fr2183.pdf' target='_blank'>FWS Link</a>	NA
ETWP; Determination of Endangered or Threatened Status for Five Aquatic Snails in South Central Idaho; 57 FR 59244 59257	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr2184.pdf' target='_blank'>Link</a>	12/14/92	57 FR 59244 59257	14	22	0	0	1	1	9	3	8	Lanx sp.; Physa natricina; Taylorconcha serpenticola	<a href='http://ecos.fws.gov/docs/federal_register/fr2184.pdf' target='_blank'>FWS Link</a>	NA
ETWP; Determination of Endangered Status for the Northern Riffleshell Mussel (Epioblasma torulosa rangiana) and the Clubshell Mussel (Pleurobema clava)	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr2210.pdf' target='_blank'>Link</a>	1/22/93	58 FR 5638 5642	5	6	0	0	0	0	3	1	2	Epioblasma torulosa rangiana; Pleurobema clava	<a href='http://ecos.fws.gov/docs/federal_register/fr2210.pdf' target='_blank'>FWS Link</a>	NA
ETWP; Determination of Endangered Status for the Bruneau Hot Springsnail in Southwestern Idaho; (Pyrgulopsis bruneauensis)	<a href='https://defend-esc-dev.org/ESAdocs/federal_register/fr2215.pdf' target='_blank'>Link</a>	1/25/93	58 FR 5938 5946	9	23	4	0	4	2	9	4	0	Pyrgulopsis bruneauensis	<a href='http://ecos.fws.gov/docs/federal_register/fr2215.pdf' target='_blank'>FWS Link</a>	NA
